lemma|genuses
Abfallhalde|['f']
Abfallhaufen|['m']
Abfallheizkraftwerk|['n']
Abfallholz|['n']
Abfallkalender|['m']
Abfallkatalog|['m']
Abfallkippe|['f']
Abfallkonzept|['n']
Abfallkonzeption|['f']
Abfallkorb|['m']
Abfallkübel|['m']
Abfalllager|['n']
Abfallleder|['n']
Abfallmanagement|['n']
Abfallmaterial|['n']
Abfallmenge|['f']
Abfallofen|['m']
Abfallpapier|['n']
Abfallplan|['m']
Abfallplatz|['m']
Abfallpolitik|['f']
Abfallproblem|['n']
Abfallproblematik|['f']
Abfallprodukt|['n']
Abfallproduzent|['m']
Abfallquote|['f']
Abfallraum|['m']
Abfallrecht|['n']
Abfallrecycling|['n']
Abfallreduzierung|['f']
Abfallreferent|['m']
Abfallrohr|['n']
Abfallsack|['m']
Abfallsackgebühr|['f']
Abfallsammelstelle|['f']
Abfallsammlung|['f']
Abfallsatzung|['f']
Abfallschacht|['m']
Abfallschlamm|['m']
Abfallsituation|['f']
Abfallsorte|['f']
Abfallsortieranlage|['f']
Abfallsortierung|['f']
Abfallstoff|['m']
Abfallstrom|['m']
Abfallstück|['n']
Abfallsystem|['n']
Abfallsünder|['m']
Abfallsünderin|['f']
Abfalltechnik|['f']
Abfalltonne|['f']
Abfalltourismus|['m']
Abfalltransport|['m']
Abfalltrennung|['f']
Abfalltüte|['f']
Abfallunternehmen|['n']
Abfallverband|['m']
Abfallverbrennung|['f']
Abfallverbrennungsanlage|['f']
Abfallverbringung|['f']
Abfallvermeidung|['f']
Abfallverminderung|['f']
Abfallverordnung|['f']
Abfallverwerter|['m']
Abfallverwertung|['f']
Abfallverwertungsgesellschaft|['f']
Abfallverzeichnis|['n']
Abfallvolumen|['n']
Abfallwirtschaft|['f']
Abfallwirtschaftsamt|['n']
Abfallwirtschaftsbetrieb|['m']
Abfallwirtschaftsgesellschaft|['f']
Abfallwirtschaftsgesetz|['n']
Abfallwirtschaftshof|['m']
Abfallwirtschaftskonzept|['n']
Abfallwirtschaftskonzeption|['f']
Abfallwirtschaftsplan|['m']
Abfallwirtschaftspolitik|['f']
Abfallwirtschaftsverbund|['m']
Abfallwärme|['f']
Abfallzentrum|['n']
Abfallzweckverband|['m']
Abfangaktion|['f']
Abfangbahn|['f']
Abfangen|['n']
Abfangjäger|['m']
Abfangmanöver|['n']
Abfangrakete|['f']
Abfangsatellit|['m']
Abfassung|['f']
Abfassungszeit|['f']
Abfasung|['f']
Abfederung|['f']
Abferkelhütte|['f']
Abferkelstall|['m']
Abfertigung|['f']
Abfertigungsanlage|['f']
Abfertigungsbaracke|['f']
Abfertigungsbeamter|['m']
Abfertigungsbeamtin|['f']
Abfertigungsbereich|['m']
Abfertigungsdienst|['m']
Abfertigungsgebäude|['n']
Abfertigungsgebühr|['f']
Abfertigungshalle|['f']
Abfertigungskapazität|['f']
Abfertigungspersonal|['n']
Abfertigungsschalter|['m']
Abfertigungsstelle|['f']
Abfertigungszeit|['f']
Abfett|['n']
Abfeuerung|['f']
Abfilmung|['f']
Abfiltrieren|['n']
Abfindung|['f']
Abfindungsangebot|['n']
Abfindungsanspruch|['m']
Abfindungsbetrag|['m']
Abfindungserklärung|['f']
Abfindungsforderung|['f']
Abfindungsgeld|['n']
Abfindungsleistung|['f']
Abfindungsregelung|['f']
Abfindungssumme|['f']
Abfindungsverhandlung|['f']
Abfindungsvertrag|['m']
Abfindungszahlung|['f']
Abfischung|['f']
Abflachung|['f']
Abfließen|['n']
Abflug|['m']
Abflugbereich|['m']
Abflugebene|['f']
Abfluggate|['n']
Abfluggewicht|['n']
Abflughafen|['m']
Abflughalle|['f']
Abflugort|['m']
Abflugroute|['f']
Abflugtag|['m']
Abflugzeit|['f']
Abfluss|['m']
Abflussbecken|['n']
Abflussgebiet|['n']
Abflussgraben|['m']
Abflusshahn|['m']
Abflusskanal|['m']
Abflussreiniger|['m']
Abflussrinne|['f']
Abflussrohr|['n']
Abflussstampfer|['m']
Abflussventil|['n']
Abfolge|['f']
Abfrage|['f']
Abfragesprache|['f']
Abfressen|['n']
Abfuhr|['f']
Abfälligkeit|['f']
Abführmittel|['n']
Abführungszeichen|['n']
Abfüllerangabe|['f']
Abfüllgewicht|['n']
Abfüllung|['f']
Abgabe|['f']
Abgabefrist|['f']
Abgabenlast|['f']
Abgabenleistung|['f']
Abgabepflicht|['f']
Abgabepreis|['m']
Abgabestelle|['f']
Abgabetermin|['m']
Abgabezug|['m']
Abgang|['m']
Abgangsexamen|['n']
Abgangszeugnis|['n']
Abgas|['n']
Abgasanalysator|['m']
Abgasanlage|['f']
Abgasemission|['f']
Abgasimmission|['f']
Abgaskatalysator|['m']
Abgasmanipulation|['f']
Abgasnorm|['f']
Abgasreinigung|['f']
Abgasskandal|['m']
Abgassystem|['n']
Abgastest|['m']
Abgasuntersuchung|['f']
Abgaswolke|['f']
Abgeber|['m']
Abgefeimtheit|['f']
Abgeklärtheit|['f']
Abgelebtheit|['f']
Abgelehntes Damengambit|['n']
Abgeltungssteuer|['f']
Abgeltungsteuer|['f']
Abgeordnete|['f']
Abgeordnetenbestechung|['f']
Abgeordnetengesetz|['n']
Abgeordnetenhaus|['n']
Abgeordnetenmandat|['n']
Abgeordnetenpension|['f']
Abgeordnetenversammlung|['f']
Abgeordneter|['m']
Abgereche|['n']
Abgesandte|['f']
Abgesandter|['m']
Abgesang|['m']
Abgeschiedener|['m']
Abgeschiedenheit|['f']
Abgeschlagenheit|['f']
Abgeschlossenheit|['f']
Abgewöhnung|['f']
Abglanz|['m']
Abgleich|['m']
Abglitt|['m']
Abgott|['m']
Abgottschlange|['f']
Abgrabung|['f']
Abgrenzung|['f']
Abgrenzungsfähigkeit|['f']
Abgrenzungsstrategie|['f']
Abgrenzungsversuch|['m']
Abgrund|['m']
Abgrusung|['f']
Abgunst|['f']
Abguss|['m']
Abgängigkeitsanzeige|['f']
Abgängsel|['n']
Abgötterei|['f']
Abgöttin|['f']
Abhandlung|['f']
Abhang|['m']
Abhebung|['f']
Abheilung|['f']
Abhilfe|['f']
Abholer|['m']
Abholerin|['f']
Abholfach|['n']
Abholzen|['n']
Abholzung|['f']
Abhängige|['f']
Abhängiger|['m']
Abhängigkeit|['f']
Abhängigkeitsbaum|['m']
Abhängigkeitsgrammatik|['f']
Abhärtung|['f']
Abhöraffäre|['f']
Abhöraktion|['f']
Abhöranlage|['f']
Abhördienst|['m']
Abhören|['n']
Abhörgerät|['n']
Abhörmaßnahme|['f']
Abhörprotokoll|['n']
Abhörskandal|['m']
Abi|['n' 'm']
Abia|[]
Abialbon|[]
Abiam|[]
Abiasaf|[]
Abiasaph|[]
Abiball|['m']
Abidjan|[]
Abies|[]
Abieta-7,14-dien-19-carbonsäure|['f']
Abietinsäure|['f']
Abigail|[]
Abigeat|['m']
Abilene|[]
Abilo|[]
Abiogenese|['f']
Abiogenesis|['f']
Abiologie|['f']
Abiose|['f']
Abiosis|['f']
Abiotrophie|['f']
Abireise|['f']
Abisolierzange|['f']
Abistress|['m']
Abitreffen|['n']
Abitur|['n']
Abiturient|['m']
Abiturientia|['f']
Abiturientin|['f']
Abiturium|['n']
Abiturprüfung|['f']
Abiturtreffen|['n']
Abiturzeitung|['f']
Abiturzeugnis|['n']
Abjudikation|['f']
Abjuration|['f']
Abkapselung|['f']
Abkauf|['m']
Abkehr|['f']
Abkehrschein|['m']
Abklatsch|['m']
Abklingbecken|['n']
Abklingzeit|['f']
Abklärung|['f']
Abkomme|['m']
Abkommen|['n']
Abkunft|['f']
Abkömmling|['m']
Abkömmlingin|['f']
Abkühlung|['f']
Abkühlungsprozess|['m']
Abkündigung|['f']
Abkürzung|['f']
Abkürzungsfimmel|['m']
Abkürzungssprache|['f']
Abkürzungsverzeichnis|['n']
Abkürzungswörterbuch|['n']
Ablad|['m']
Abladeplatz|['m']
Ablage|['f']
Ablagebrett|['n']
Ablagekasten|['m']
Ablagerung|['f']
Ablaktation|['f']
Ablass|['m']
Ablassbrief|['m']
Ablassen|['n']
Ablassgeld|['n']
Ablasshahn|['m']
Ablasshandel|['m']
Ablatio placentae|['f']
Ablatio retinae|['f']
Ablation|['f']
Ablationskühlung|['f']
Ablativ|['m']
Ablativus absolutus|['m']
Ablauf|['m']
Ablaufberg|['m']
Ablaufdatum|['n']
Ablauforganisation|['f']
Ablaufplan|['m']
Ablaufzeit|['f']
Ablaut|['m']
Ablautdoppelung|['f']
Ablautreihe|['f']
Ablaß|['m']
Ableben|['n']
Ablegat|['m']
Ableger|['m']
Ablehnen|['n']
Ablehnung|['f']
Ablehnungsbescheid|['m']
Ablehnungsgesuch|['n']
Ablehnungsquote|['f']
Ableismus|['m']
Ableistung|['f']
Ableitung|['f']
Ableitungsaffix|['n']
Ableitungsbasis|['f']
Ableitungsmorphem|['n']
Ableitungssuffix|['n']
Ablenkprisma|['n']
Ablenkung|['f']
Ablenkungsmanöver|['n']
Ablenkungsmaßnahme|['f']
Ablenkungsversuch|['m']
Ablepharie|['f']
Ablepsie|['f']
Ableser|['m']
Ableserin|['f']
Ablesung|['f']
Ablichtung|['f']
Ablieferung|['f']
Ablieferungssoll|['n']
Ablieferungstermin|['m']
Ablokation|['f']
Abluft|['f']
Abluftanlage|['f']
Abluftaufbereitung|['f']
Abluftgerät|['n']
Abluftgitter|['n']
Ablufthaube|['f']
Abluftkamin|['m']
Abluftkanal|['m']
Abluftreinigung|['f']
Ablution|['f']
Ablöse|['f']
Ablösesumme|['f']
Ablösung|['f']
Ablösungsgesuch|['n']
Ablösungsmannschaft|['f']
Abmachung|['f']
Abmagerungskur|['f']
Abmahnung|['f']
Abmahnwelle|['f']
Abmangel|['m']
Abmarsch|['m']
Abmeierung|['f']
Abmeldung|['f']
Abmessung|['f']
Abmilderung|['f']
Abmoderation|['f']
Abnahme|['f']
Abnahmetest|['m']
Abnaki|['m']
Abnehmer|['m']
Abnehmerin|['f']
Abnehmerland|['n']
Abnehmerstaat|['m']
Abnehmspritze|['f']
Abneigung|['f']
Abner|[]
Abnormalität|['f']
Abnormität|['f']
Abnutzbarkeit|['f']
Abnutzung|['f']
Abnutzungserscheinung|['f']
Abnutzungsspur|['f']
Abnützung|['f']
Abnützungserscheinung|['f']
Abo|['n']
Abodrite|['m']
Abokosten|[]
Abokündigung|['f']
Abolition|['f']
Abolitionismus|['m']
Abolitionist|['m']
Abonnement|['n']
Abonnementkündigung|['f']
Abonnementpreis|['m']
Abonnementspreis|['m']
Abonnent|['m']
Abonnentenzeitung|['f']
Abonnentin|['f']
Abordnung|['f']
Aborigine|['m' 'f']
Abort|['m']
Aborterker|['m']
Abortgrube|['f']
Abortivum|['n']
Abortkübel|['m']
Abortus|['m']
Abpfiff|['m']
Abplattung|['f']
Abpraller|['m']
Abprodukt|['n']
Abrachie|['f']
Abraham|[]
Abrahamit|['m']
Abrahamitin|['f']
Abrakadabra|['n']
Abram|[]
Abramowski|[]
Abrasax|['m']
Abrasch|['m']
Abrasio|['f']
Abrasio uteri|['f']
Abrasion|['f']
Abrasionsplatte|['f']
Abrasit|['m']
Abraum|['m']
Abraumhalde|['f']
Abraxas|['m']
Abreaktion|['f']
Abrechnung|['f']
Abrechnungsintervall|['n']
Abrechnungsstelle|['f']
Abrechnungstermin|['m']
Abrecht|[]
Abrede|['f']
Abrego|['m']
Abreibebuchstabe|['m']
Abreibung|['f']
Abreise|['f']
Abreisetag|['m']
Abreisetermin|['m']
Abreißblock|['m']
Abreißkalender|['m']
Abreißleine|['f']
Abreißseil|['n']
Abreißtest|['m']
Abrenuntiation|['f']
Abri|['m']
Abrichtung|['f']
Abrieb|['m']
Abriegelung|['f']
Abrin|['n']
Abriss|['m']
Abrissantrag|['m']
Abrissbirne|['f']
Abrissparty|['f']
Abrissverfügung|['f']
Abrogation|['f']
Abruf|['m']
Abrufvideo|['n']
Abrundung|['f']
Abruptheit|['f']
Abruzzen|[]
Abrégé|['n']
Abrüster|['m']
Abrüstung|['f']
Abrüstungskonferenz|['f']
Abrüstungsverpflichtung|['f']
Absacker|['m']
Absage|['f']
Absagebrief|['m']
Absaroka|[]
Absatz|['m']
Absatzeinbuße|['f']
Absatzfinanzierung|['f']
Absatzmarkt|['m']
Absatzplus|['n']
Absatzproblem|['n']
Absatzzeichen|['n']
Absauganlage|['f']
Absaugung|['f']
Abscessus|['m']
Abscessus cerebri|['m']
Abscessus hepatis|['m']
Abscessus lienis|['m']
Abschach|['n']
Abschaffung|['f']
Abschaltung|['f']
Abschaum|['m']
Abscheider|['m']
Abscheidung|['f']
Abscheu|['m' 'f']
Abscheulichkeit|['f']
Abschiebehaft|['f']
Abschiebung|['f']
Abschied|['m']
Abschiedsausgabe|['f']
Abschiedsbesuch|['m']
Abschiedsbrief|['m']
Abschiedserklärung|['f']
Abschiedsessen|['n']
Abschiedsfeier|['f']
Abschiedsfest|['n']
Abschiedsformel|['f']
Abschiedsgedicht|['n']
Abschiedsgeschenk|['n']
Abschiedsgruß|['m']
Abschiedsgrußformel|['f']
Abschiedskuss|['m']
Abschiedsrede|['f']
Abschiedsschmerz|['m']
Abschiedsvorlesung|['f']
Abschiedswort|['n']
Abschirmung|['f']
Abschlachten|['n']
Abschlachtung|['f']
Abschlag|['m']
Abschlagsmarkierung|['f']
Abschlagspreis|['m']
Abschleppdienst|['m']
Abschleppseil|['n']
Abschleppstange|['f']
Abschleppwagen|['m']
Abschluss|['m']
Abschlussarbeit|['f']
Abschlussball|['m']
Abschlussbericht|['m']
Abschlussbesprechung|['f']
Abschlussdinner|['n']
Abschlussfeier|['f']
Abschlussjahr|['n']
Abschlussjahrgang|['m']
Abschlusskappe|['f']
Abschlusskommuniqué|['n']
Abschlussplädoyer|['n']
Abschlussprüfung|['f']
Abschlussrede|['f']
Abschlusstraining|['n']
Abschlussvorlesung|['f']
Abschlusszeugnis|['n']
Abschmack|['m']
Abschmelzung|['f']
Abschneider|['m']
Abschnitt|['m']
Abschnittsburg|['f']
Abschottung|['f']
Abschreckung|['f']
Abschreckungseffekt|['m']
Abschreckungswirkung|['f']
Abschreibung|['f']
Abschreibungsobjekt|['n']
Abschrift|['f']
Abschrot|['m']
Abschröter|['m']
Abschulung|['f']
Abschuss|['m']
Abschussbasis|['f']
Abschussbefehl|['m']
Abschussliste|['f']
Abschussprämie|['f']
Abschussrampe|['f']
Abschweifung|['f']
Abschwung|['m']
Abschwächung|['f']
Abschätzung|['f']
Abschöpfung|['f']
Abschürfung|['f']
Abscisin|['n']
Absegnung|['f']
Abseilachter|['m']
Abseilen|['n']
Abseiler|['m']
Abseite|['f']
Abseits|['n']
Abseitsfalle|['f']
Abseitsposition|['f']
Abseitsstellung|['f']
Abseitstor|['n']
Absence|['f']
Absender|['m']
Absenderfreistempel|['m']
Absenderin|['f']
Absenktunnel|['m']
Absentismus|['m']
Absentiv|['m']
Absenz|['f']
Absetzbetrag|['m']
Absetzung|['f']
Absicherung|['f']
Absicht|['f']
Absichtserklärung|['f']
Absichtslosigkeit|['f']
Absinth|['m']
Absinthismus|['m']
Absinthol|['n']
Absmeier|[]
Absolutadjektiv|['n']
Absolutes|['n']
Absolutheit|['f']
Absolutheitsanspruch|['m']
Absolution|['f']
Absolutismus|['m']
Absolutist|['m']
Absolutistin|['f']
Absolutiv|['m']
Absolutquadrat|['n']
Absolvent|['m']
Absolventenfeier|['f']
Absolventin|['f']
Absolvierung|['f']
Absonderlichkeit|['f']
Absonderung|['f']
Absorbens|['n']
Absorbierung|['f']
Absorption|['f']
Absorptionsspektrum|['n']
Abspaltung|['f']
Abspann|['m']
Absperrbalken|['m']
Absperrband|['n']
Absperrgitter|['n']
Absperrhahn|['m']
Absperrschranke|['f']
Absperrung|['f']
Abspielfehler|['m']
Abspielgerät|['n']
Absprache|['f']
Absprung|['m']
Absprungbalken|['m']
Absprungbein|['n']
Absprunghafen|['m']
Abstammung|['f']
Abstammungsgeschichte|['f']
Abstammungslehre|['f']
Abstammungsprinzip|['n']
Abstammungstheorie|['f']
Abstammungsurkunde|['f']
Abstand|['m']
Abstandhalten|['n']
Abstandsgebot|['n']
Abstandsprache|['f']
Abstandsregel|['f']
Abstandsregelung|['f']
Abstatt|[]
Abstauber|['m']
Abstauberin|['f']
Abstaubertor|['n']
Abstecher|['m']
Absteckdorn|['m']
Absteige|['f']
Absteiger|['m']
Absteigerin|['f']
Abstellfläche|['f']
Abstellgleis|['n']
Abstellkammer|['f']
Abstellmöglichkeit|['f']
Abstellraum|['m']
Abstempelung|['f']
Abstich|['m']
Abstieg|['m']
Abstiegsangst|['f']
Abstiegskampf|['m']
Abstiegskandidat|['m']
Abstiegsplatz|['m']
Abstimmung|['f']
Abstimmungsergebnis|['n']
Abstimmungsgebiet|['n']
Abstimmungsniederlage|['f']
Abstimmungsverfahren|['n']
Abstinenz|['f']
Abstinenzler|['m']
Abstinenzlerin|['f']
Abstinenztag|['m']
Abstoß|['m']
Abstoßung|['f']
Abstract|['m' 'n']
Abstraktion|['f']
Abstraktionsfähigkeit|['f']
Abstraktionsgrad|['m']
Abstraktivität|['f']
Abstraktum|['n']
Abstreiter|[]
Abstrich|['m']
Abstrichprobe|['f']
Abstrusität|['f']
Abströmkalotte|['f']
Abstufung|['f']
Abstufungspartikel|['f']
Abstumpfung|['f']
Absturz|['m']
Absturzexperte|['m']
Absturzexpertin|['f']
Absturzgefahr|['f']
Absturzopfer|['n']
Absturzstelle|['f']
Absturzursache|['f']
Abstützung|['f']
Absuche|['f']
Absurdistan|[]
Absurdität|['f']
Absurdum|['n']
Abszess|['m' 'n']
Abszisin|['n']
Abszisse|['f']
Abszissenachse|['f']
Abt|['m']
Abtastrate|['f']
Abtastung|['f']
Abtausch|['m']
Abtei|['f']
Abteil|['n']
Abteilen|['n']
Abteilfenster|['n']
Abteiltür|['f']
Abteiltüre|['f']
Abteilung|['f']
Abteilungsebene|['f']
Abteilungsleiter|['m']
Abteilungsleiterin|['f']
Abtenau|[]
Abteufung|['f']
Abtnaundorf|[]
Abtragung|['f']
Abtransport|['m']
Abtreibung|['f']
Abtreibungsfrage|['f']
Abtreibungsgegner|['m']
Abtreibungsgegnerin|['f']
Abtreibungsgesetz|['n']
Abtreibungsklinik|['f']
Abtreibungsparagraf|['m']
Abtreibungspille|['f']
Abtreibungsrecht|['n']
Abtreibungsversuch|['m']
Abtrennung|['f']
Abtretung|['f']
Abtrieb|['m']
Abtrift|['f']
Abtritt|['m']
Abtrittanbieter|['m']
Abtritterker|['m']
Abtrocknungstuch|['n']
Abtropfgewicht|['n']
Abtrunk|['m']
Abtrünnige|['f']
Abtrünniger|['m']
Abtshaus|['n']
Abtwahl|['f']
Abtönungspartikel|['f']
Abtötung|['f']
Abu Dhabi|[]
Abu Dis|[]
Abu Kamal|[]
Abu Simbel|[]
Abugida|['f']
Abuja|[]
Abulie|['f']
Abundanz|['f']
Aburteilung|['f']
Abusir|[]
Abusus|['m']
Abutilon|['n']
Abverkauf|['m']
Abvers|['m']
Abwahl|['f']
Abwahlantrag|['m']
Abwanderer|['m']
Abwanderin|['f']
Abwanderung|['f']
Abwandlung|['f']
Abwasch|['m' 'f']
Abwaschlappen|['m']
Abwaschwasser|['n']
Abwasser|['n']
Abwasseranfall|['m']
Abwasseraufbereitung|['f']
Abwassergeruch|['m']
Abwasserkanal|['m']
Abwasserleitung|['f']
Abwassermenge|['f']
Abwasserreinigung|['f']
Abwasserreinigungsanlage|['f']
Abwasserrinne|['f']
Abwasserrohr|['n']
Abwassersystem|['n']
Abwassertank|['m']
Abwasserwärme|['f']
Abwechselung|['f']
Abwechslung|['f']
Abweg|['m']
Abwehr|['f']
Abwehrchef|['m']
Abwehrfehler|['m']
Abwehrkampf|['m']
Abwehrkette|['f']
Abwehrkraft|['f']
Abwehrmaßnahme|['f']
Abwehrmechanismus|['m']
Abwehrrakete|['f']
Abwehrseite|['f']
Abwehrspieler|['m']
Abwehrspielerin|['f']
Abwehrstellung|['f']
Abwehrstoff|['m']
Abwehrsystem|['n']
Abwehrverletzung|['f']
Abwehrwaffe|['f']
Abweichler|['m']
Abweichlerin|['f']
Abweichung|['f']
Abweisung|['f']
Abwendung|['f']
Abwerbung|['f']
Abwerbungsversuch|['m']
Abwertung|['f']
Abwesenheit|['f']
Abwesenheitsnotiz|['f']
Abwetter|[]
Abwicklung|['f']
Abwind|['m']
Abwrackprämie|['f']
Abwurf|['m']
Abwurfbehälter|['m']
Abwurfbox|['f']
Abwägung|['f']
Abwärme|['f']
Abwärmekraftwerk|['n']
Abwärtsbewegung|['f']
Abwärtstrend|['m']
Abyssal|['n']
Abyssalregion|['f']
Abyssopelagial|['n']
Abyssus|['m']
Abzahlung|['f']
Abzeichen|['n']
Abzeichenverbot|['n']
Abziehbild|['n']
Abzieher|['m']
Abziehklinge|['f']
Abziehstahl|['m']
Abzinsung|['f']
Abzocke|['f']
Abzocker|['m']
Abzockerin|['f']
Abzug|['m']
Abzugskanal|['m']
Abzugsschach|['n']
Abzugsschacht|['m']
Abzugszüngel|['n']
Abzweig|['m']
Abzweigdose|['f']
Abzweigung|['f']
Abzym|['n']
Abzählreim|['m']
Abzäunung|['f']
Abänderbarkeit|['f']
Abänderlichkeit|['f']
Abänderung|['f']
Abänderungsantrag|['m']
Abänderungsklage|['f']
Abänderungsplan|['m']
Abänderungsvorschlag|['m']
Abätzung|['f']
Abéché|[]
AcI|['m']
Academy Award|['m']
Academy-Award|['m']
Académie française|['f']
Acajounuss|['f']
Acapulco|[]
Acarologe|['m']
Acarologie|['f']
Accent aigu|['m']
Accent circonflexe|['m']
Accent grave|['m']
Accentus|['m']
Access|['m']
Accessoire|['n']
Acciaccatura|['f']
Accipiesholzschnitt|['m']
Accompagnato|['n']
Accordatura|['f']
Accoucheur|['m']
Accoudoir|['n']
Account|['m' 'n']
Account-Management|['n']
Account-Manager|['m']
Account-Managerin|['f']
Accountant|['m']
Accountmanagement|['n']
Accountmanager|['m']
Accountmanagerin|['f']
Accra|[]
Accrochage|['f']
Accroche-Cœur|['n']
Accusativus graecus|['m']
Acehisch|[]
Acehnesisch|[]
Acella|['n']
Acephalie|['f']
Acer|['n']
Acer campestre|[]
Acer monspessulanum|[]
Acerola|['f']
Acerolakirsche|['f']
Acerra|['f']
Acesal|['n']
Acetabuloplastik|['f']
Acetal|['n']
Acetalbildung|['f']
Acetaldehyd|['m' 'n']
Acetamid|['n']
Acetanilid|['n']
Acetat|['n']
Acetatpuffer|['m']
Acetatseide|['f']
Acetessigsäure|['f']
Aceton|['n']
Acetonitril|['n']
Acetonurie|['f']
Acetonämie|['f']
Acetophenon|['n']
Acetyl|['n']
Acetylbromid|['n']
Acetylcellulose|['f']
Acetylchlorid|['n']
Acetylcholin|['n']
Acetylen|['n']
Acetylenid|['n']
Acetylenlampe|['f']
Acetylid|['n']
Acetylierung|['f']
Acetylsalicylsäure|['f']
Acetylsäure|['f']
Ach|['n']
Ach-Laut|['m']
Achaia|[]
Achaichus|[]
Achaiischer Bund|['m']
Achaikus|[]
Achalasie|['f']
Achalm|['f']
Achat|['m']
Achatz|[]
Achau|[]
Achaz|[]
Ache|['f']
Acheilia|['f']
Acheirie|['f']
Acheiropoieton|['n']
Achel|['f']
Achensee|['m']
Achenseebahn|['f']
Acher|[]
Acherich|[]
Achern|[]
Acheron|['m']
Acheuléen|['n']
Acheuléen-Kultur|['f']
Achievementtest|['m']
Achill|[]
Achilles|[]
Achillesferse|['f']
Achillessehne|['f']
Achillessehnenreflex|['m']
Achillessehnenschmerz|['m']
Achilleus|[]
Achillodynie|['f']
Achillotomie|['f']
Achim|[]
Achirie|['f']
Achlaut|['m']
Achleitner|[]
Achlorhydrie|['f']
Achluophobie|['f']
Achmed|[]
Achner|[]
Acholi|['n']
Acholie|['f']
Achondroplasie|['f']
Achroit|['m']
Achromasie|['f']
Achromat|['m']
Achromatin|['n']
Achromatismus|['m']
Achromatopsie|['f']
Achromatosis|['f']
Achromie|['f']
Achsabstand|['m']
Achsdruck|['m']
Achse|['f']
Achsel|['f']
Achselhaar|['n']
Achselhöhle|['f']
Achselschweiß|['m']
Achselstück|['n']
Achselzucken|['n']
Achsenbruch|['m']
Achsenmacht|['f']
Achsenspiegelung|['f']
Achsenzeit|['f']
Achslager|['n']
Achslast|['f']
Achssturz|['m']
Acht|['f']
Acht-Stunden-Tag|['m']
Acht-Uhr-Vorstellung|['f']
Acht-Uhr-Zug|['m']
Achtbeiner|['m']
Achtbettzimmer|['n']
Achte|['m' 'f']
Achteck|['n']
Achteckstempel|['m']
Achtel|['n' 'm' 'f']
Achtelfinale|['n']
Achtelfinalgegner|['m']
Achtelfinalist|['m']
Achtelfinalistin|['f']
Achtelfinalniederlage|['f']
Achtelfinalsieg|['m']
Achtelfinalspiel|['n']
Achteljude|['m']
Achteljüdin|['f']
Achtelnote|['f']
Achtender|['m']
Achter|['m']
Achterbahn|['f']
Achterbahnkarriere|['f']
Achterblock|['m']
Achterdeck|['n']
Achtergruppe|['f']
Achterknoten|['m']
Achterliek|['n']
Achterpackung|['f']
Achterreihe|['f']
Achterrennen|['n']
Achterschiff|['n']
Achtersteven|['m']
Achtersystem|['n']
Achtflächner|['m']
Achtgroschenjunge|['m']
Achtjahresplan|['m']
Achtjahresvertrag|['m']
Achtjährige|['f']
Achtjähriger|['m']
Achtkampf|['m']
Achtlosigkeit|['f']
Achtmonatskind|['n']
Achtpfünder|['m']
Achtsal|['f']
Achtsamkeit|['f']
Achtsamkeitsübung|['f']
Achtstundentag|['m']
Achttausender|['m']
Achtuhrvorstellung|['f']
Achtuhrzug|['m']
Achtundsechziger|['m']
Achtundsechzigerin|['f']
Achtung|['f']
Achtungsbezeigung|['f']
Achtungsbezeugung|['f']
Achtungserfolg|['m']
Achtwertigkeit|['f']
Achtzehn|['f']
Achtzehneck|['n']
Achtzehnender|['m']
Achtzehner|['m']
Achtzeiler|['m']
Achtzig|['f']
Achtzigerjahre|[]
Achtzigjähriger|['m']
Achtzigjähriger Krieg|['m']
Achtzigstel|['n' 'm']
Achtzylinder|['m']
Achtzylindermotor|['m']
Achual|['n']
Achwachisch|[]
Achylia gastrica|['f']
Achylie|['f']
Achäer|['m']
Achäerin|['f']
Achäne|['f']
Aché-Guayakí|['n']
Acid|['n']
Acid House|['n']
Acid Jazz|['m']
Acidhouse|['n']
Acidimetrie|['f']
Acidität|['f']
Acidophilusmilch|['f']
Acidophobie|['f']
Acidose|['f']
Acidosis|['f']
Acidur|['n']
Acker|['m']
Acker-Gauchheil|['m']
Ackerbau|['m']
Ackerbauer|['m']
Ackerboden|['m']
Ackerbürger|['m']
Ackerbürgerhaus|['n']
Ackerbürgerin|['f']
Ackerfeld|['n']
Ackerfläche|['f']
Ackerfurche|['f']
Ackergauchheil|['m']
Ackergaul|['m']
Ackergerät|['n']
Ackerknecht|[]
Ackerland|['n']
Ackerleute|[]
Ackerling|['m']
Ackermann|['m']
Ackerpferd|['n']
Ackerröte|['f']
Ackerschachtelhalm|['m']
Ackerschnalle|['f']
Ackerscholle|['f']
Ackerschotendotter|['m']
Ackersmann|['m']
Ackerwagen|['m']
Ackerwalze|['f']
Ackerweg|['m']
Ackerwinde|['f']
Ackesmann|[]
Ackja|['m']
Acne|['f']
Acne vulgaris|['f']
Acolon|['m']
Aconcagua|['m']
Aconitin|['n']
Aconitsäure|['f']
Acquedolci|[]
Acquisition|['f']
Acquit|['n']
Acre|['m']
Acridin|['n']
Acrocomia|[]
Acrocomia vinifera|[]
Acrolein|['n']
Acronal|['n']
Acrotomophilie|['f']
Acryl|['n']
Acrylaldehyd|['m']
Acrylamid|['n']
Acrylan|['n']
Acrylat|['n']
Acrylfarbe|['f']
Acrylfaser|['f']
Acrylglas|['n']
Acrylstoff|['m']
Acrylsäure|['f']
Acta Apostolorum|[]
